id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
791,21,Male,84965,Married,2,Master's,Unemployed,13.74908805,Suburban,Basic,,6,454,5,21:39.2,Poor,No,Rarely,House,766
792,19,Female,2023,Single,3,Bachelor's,Employed,27.14984946,Rural,Premium,0,7,481,1,21:39.1,Average,Yes,Monthly,Condo,1636
793,59,Male,30292,Single,4,Bachelor's,Self-Employed,23.477939,Rural,Comprehensive,0,8,626,2,21:39.1,Average,No,Daily,House,1605
794,42,Female,,Divorced,2,Master's,Employed,28.73741865,Suburban,Comprehensive,0,4,,5,21:39.2,,Yes,Daily,Apartment,2939
795,61,Female,18589,Married,0,Master's,Self-Employed,5.715933135,Urban,Premium,2,4,,6,21:39.1,Good,No,Rarely,House,821
796,60,Female,10071,Divorced,2,PhD,Self-Employed,34.17275725,Urban,Comprehensive,2,15,486,6,21:39.1,,Yes,Daily,Condo,3330
797,38,Female,83088,Single,,High School,Unemployed,30.89569143,Rural,Comprehensive,1,7,805,8,21:39.2,,Yes,Daily,Apartment,1838
798,28,Female,913,Divorced,1,PhD,Unemployed,6.817706798,Suburban,Premium,2,0,,8,21:39.2,Average,No,Weekly,House,710
799,51,Female,3466,Married,,High School,Self-Employed,33.44140912,Suburban,Comprehensive,,0,647,8,21:39.2,,No,Rarely,Condo,549
800,52,Male,23456,Divorced,3,High School,Self-Employed,35.95822741,Rural,Comprehensive,2,14,577,2,21:39.2,Average,Yes,Daily,House,657
801,37,Male,1784,Single,1,Bachelor's,Self-Employed,47.59984435,Suburban,Comprehensive,2,11,456,2,21:39.3,Average,Yes,Rarely,Condo,2100
802,21,Female,18282,Single,2,High School,Employed,45.28442339,Rural,Basic,3,5,644,9,21:39.3,Average,No,Rarely,House,717
803,63,Male,29415,Single,1,Master's,,,Rural,Premium,,19,469,9,21:39.2,Good,No,Weekly,Apartment,1378
804,64,Female,64857,Single,0,PhD,Unemployed,5.959314279,Suburban,Comprehensive,0,13,715,8,21:39.1,Poor,Yes,Monthly,Apartment,379
805,21,Female,2541,Single,,PhD,Self-Employed,26.89101273,Suburban,Premium,3,13,406,8,21:39.2,,Yes,Daily,House,1091
806,45,Male,63715,Married,2,PhD,Employed,16.93300347,Rural,Premium,,1,607,3,21:39.2,Good,No,Rarely,House,3688
807,45,Male,141161,Divorced,3,PhD,,29.44373291,Rural,Comprehensive,3,15,564,9,21:39.2,Poor,No,Daily,Apartment,310
808,25,Male,13096,Divorced,3,PhD,,9.837453101,Urban,Premium,,3,501,1,21:39.2,,No,Rarely,Apartment,36
809,23,Female,12094,Divorced,1,PhD,Unemployed,28.97611702,Rural,Comprehensive,1,14,845,1,21:39.3,Good,Yes,Weekly,Apartment,817
810,25,Male,87873,Divorced,3,High School,Employed,17.81119188,Rural,Premium,1,5,397,8,21:39.3,Average,No,Rarely,Condo,492
811,43,Female,8054,Divorced,0,Bachelor's,Self-Employed,12.84926913,Urban,Comprehensive,0,18,639,7,21:39.1,Good,Yes,Monthly,House,546
812,21,Female,20797,Single,4,Bachelor's,Self-Employed,12.69356693,Rural,Basic,0,17,696,3,21:39.1,Poor,Yes,Rarely,Apartment,1584
813,61,Female,117465,Divorced,,High School,Employed,50.32013351,Suburban,Premium,1,15,,7,21:39.3,,Yes,Monthly,Condo,1491
814,21,Female,106792,Married,2,Master's,Employed,28.14789842,Urban,Premium,,15,423,7,21:39.2,Poor,No,Weekly,House,2766
815,36,Male,16863,Single,1,Bachelor's,,16.24683568,Urban,Comprehensive,1,17,729,2,21:39.3,Good,Yes,Monthly,Condo,685
816,43,Female,2452,Divorced,2,PhD,Employed,51.23158185,Urban,Premium,0,1,524,3,21:39.2,Poor,No,Daily,House,80
817,20,Male,16339,Single,4,Bachelor's,,10.08649946,Rural,Comprehensive,0,14,508,8,21:39.2,Average,No,Monthly,Condo,921
818,43,Female,40323,Divorced,2,Bachelor's,,31.91460535,Suburban,Basic,0,14,646,5,21:39.2,Average,No,Rarely,Condo,996
819,52,Male,13982,Single,2,High School,Unemployed,41.83697171,Urban,Comprehensive,,2,417,6,21:39.1,Good,No,Weekly,Apartment,32
820,62,Female,54560,Married,4,Master's,Employed,14.09603581,Suburban,Comprehensive,,16,361,9,21:39.2,Poor,No,Monthly,Apartment,2534
821,55,Female,3904,Single,1,High School,Unemployed,20.6238807,Rural,Comprehensive,,13,721,1,21:39.2,Average,Yes,Weekly,Condo,23
822,,Female,5541,Divorced,3,Master's,Self-Employed,18.83812853,Rural,Basic,0,15,761,6,21:39.2,Poor,Yes,Daily,Condo,468
823,63,Female,15641,Married,2,PhD,Self-Employed,9.129983123,Urban,Premium,1,18,524,7,21:39.2,Poor,No,Rarely,Apartment,1182
824,29,Female,2934,Single,1,Bachelor's,Employed,28.53915794,Rural,Premium,1,7,639,6,21:39.1,Average,Yes,Monthly,House,710
825,55,Male,126626,Divorced,,High School,Employed,21.80790199,Rural,Basic,2,11,834,2,21:39.2,,No,Monthly,House,910
826,29,Male,39149,Married,2,Bachelor's,Employed,15.0078255,Urban,Basic,,9,484,9,21:39.3,Average,Yes,Weekly,Apartment,53
827,34,Male,38216,Married,4,Bachelor's,Unemployed,15.87837312,Suburban,Basic,1,14,,2,21:39.1,Good,Yes,Weekly,Condo,792
828,22,Male,74988,Divorced,2,Master's,Employed,12.82447226,Rural,Comprehensive,3,4,,8,21:39.1,,No,Monthly,House,1140
829,51,Male,42337,Divorced,2,High School,,15.81678983,Urban,Premium,1,18,,1,21:39.1,Good,Yes,Rarely,Apartment,1604
830,57,Male,25558,Married,0,Master's,Employed,31.59762891,Rural,Comprehensive,,6,,8,21:39.1,Average,Yes,Weekly,House,817
831,40,Male,16285,Single,1,Bachelor's,Employed,21.64396824,Urban,Basic,,18,,6,21:39.2,Good,No,Weekly,Apartment,26
832,33,Male,34372,Divorced,2,Bachelor's,Self-Employed,6.788167768,Suburban,Premium,0,16,523,1,21:39.1,Poor,Yes,Monthly,Condo,1640
833,39,Female,5829,Single,1,High School,Self-Employed,42.45219404,Urban,Comprehensive,,15,736,4,21:39.2,Average,Yes,Weekly,Condo,522
834,40,Male,23407,Divorced,1,Master's,Employed,21.62596744,Urban,Comprehensive,1,9,518,8,21:39.3,Good,Yes,Monthly,Apartment,3633
835,62,Male,18031,Married,2,Master's,Unemployed,5.293930682,Suburban,Premium,0,12,467,6,21:39.2,Average,No,Monthly,Apartment,959
836,26,Male,45907,Single,0,Bachelor's,Self-Employed,27.82901347,Rural,Premium,,18,522,2,21:39.1,Average,Yes,Daily,Condo,992
837,50,Male,132437,Divorced,1,PhD,,8.099578376,Rural,Comprehensive,1,7,454,5,21:39.1,Good,No,Daily,Condo,1562
838,43,Male,3329,Single,2,PhD,Self-Employed,,Urban,Comprehensive,0,0,706,9,21:39.2,,Yes,Rarely,House,1150
839,23,Male,17781,Single,0,PhD,Unemployed,11.51021964,Urban,Comprehensive,,5,437,2,21:39.2,Good,No,Daily,Condo,1150
840,62,Male,10556,Single,4,Bachelor's,Employed,23.13553546,Rural,Basic,1,14,790,4,21:39.2,Average,Yes,Monthly,Apartment,1276
841,44,Female,43886,Single,4,High School,Employed,29.82713652,Urban,Premium,0,15,782,4,21:39.1,Poor,Yes,Weekly,Condo,656
842,30,Male,5877,Divorced,0,Bachelor's,Unemployed,19.2393259,Urban,Comprehensive,,2,694,7,21:39.2,Good,No,Rarely,Condo,905
843,35,Male,27791,Divorced,3,PhD,,27.8450064,Rural,Premium,2,3,573,1,21:39.1,Poor,Yes,Daily,Apartment,939
844,24,Male,5857,Divorced,3,Master's,Unemployed,21.97224957,Rural,Premium,0,17,418,4,21:39.1,Good,No,Weekly,House,2895
845,30,Male,24997,Divorced,3,High School,Unemployed,51.95916178,Suburban,Comprehensive,0,2,699,5,21:39.1,Average,Yes,Weekly,Condo,1139
846,42,Female,38775,Single,4,Bachelor's,,14.73212831,Rural,Basic,1,8,760,2,21:39.1,Average,No,Rarely,Condo,1140
847,46,Female,17129,Married,3,Bachelor's,Unemployed,42.12107795,Suburban,Basic,1,9,571,8,21:39.3,Average,Yes,Rarely,Apartment,2340
848,43,Male,29784,Divorced,0,PhD,Unemployed,31.85119671,Rural,Premium,1,15,,3,21:39.1,Average,Yes,Rarely,House,665
849,45,Male,60760,Single,4,Bachelor's,Employed,23.18685848,Urban,Basic,1,11,331,6,21:39.2,Good,No,Weekly,House,3188
850,40,Female,24604,Divorced,1,High School,Employed,28.86903268,Rural,Comprehensive,,4,778,4,21:39.1,Poor,Yes,Monthly,Apartment,1400
851,27,Female,15126,Divorced,3,High School,,4.524534963,Suburban,Comprehensive,1,15,,3,21:39.1,Good,Yes,Rarely,House,862
852,24,Male,52323,Married,,High School,Unemployed,19.50246435,Suburban,Premium,0,9,403,3,21:39.2,Poor,No,Monthly,Condo,821
853,31,Male,131733,Divorced,3,Bachelor's,,,Rural,Basic,2,9,449,6,21:39.1,Good,No,Weekly,Apartment,1631
854,48,Female,16038,Married,3,Bachelor's,Employed,11.01582346,Suburban,Comprehensive,1,10,563,6,21:39.1,Poor,Yes,Monthly,Condo,304
855,45,Female,45122,Single,0,PhD,Self-Employed,7.560825723,Rural,Premium,,2,830,1,21:39.2,Good,Yes,Daily,House,2949
856,57,Male,34111,Single,,Master's,Self-Employed,36.47235042,Rural,Premium,,3,759,6,21:39.1,Good,Yes,Rarely,Condo,557
857,21,Male,,Single,4,PhD,Unemployed,,Urban,Comprehensive,1,0,449,9,21:39.2,Poor,No,Weekly,House,596
858,33,Female,3547,Single,4,Master's,,26.39341091,Suburban,Comprehensive,1,2,316,2,21:39.2,Good,No,Daily,House,1131
859,27,Male,38323,Single,2,PhD,Unemployed,22.4784706,Suburban,Basic,0,11,,9,21:39.2,Good,No,Weekly,Apartment,40
860,61,Male,10580,Divorced,1,PhD,Unemployed,30.89842248,Rural,Premium,0,6,573,3,21:39.2,Poor,Yes,Rarely,Apartment,1970
861,41,Female,12981,Divorced,2,High School,Unemployed,30.98792408,Urban,Comprehensive,1,8,559,9,21:39.2,Poor,No,Weekly,Apartment,2129
862,38,Female,947,Single,3,High School,Employed,17.50226774,Suburban,Premium,0,5,693,9,21:39.2,Average,Yes,Rarely,House,171
863,23,Male,115759,Divorced,0,Master's,,14.74585585,Urban,Premium,1,12,329,9,21:39.2,Good,Yes,Rarely,Apartment,1380
864,27,Female,2667,Married,0,High School,Employed,45.49765167,Rural,Premium,1,8,,6,21:39.3,Poor,Yes,Monthly,Condo,2313
865,32,Female,25168,Married,0,Bachelor's,,32.719105,Suburban,Basic,3,15,,7,21:39.2,Good,No,Monthly,Apartment,3122
866,41,Male,3891,Single,3,PhD,Employed,47.79825071,Rural,Premium,0,10,586,9,21:39.3,,Yes,Rarely,Apartment,130
867,39,Male,1668,Single,,PhD,,23.47142964,Suburban,Comprehensive,,9,710,3,21:39.1,Good,No,Monthly,Apartment,3214
868,47,Male,988,Married,1,High School,Employed,40.08633302,Rural,Basic,,4,505,1,21:39.2,Good,No,Monthly,Condo,1878
869,64,Female,34015,Single,2,High School,Self-Employed,13.77132925,Suburban,Basic,,15,797,5,21:39.2,Average,No,Weekly,House,1218
870,18,Male,13672,Divorced,,Master's,Employed,26.45297742,Suburban,Basic,0,15,567,6,21:39.2,Good,Yes,Rarely,Condo,2678
871,47,Female,18073,Divorced,2,Master's,Self-Employed,32.57934076,Urban,Basic,,14,,1,21:39.1,Average,Yes,Weekly,House,635
872,60,Male,174,Married,,PhD,Self-Employed,14.90727734,Urban,Comprehensive,0,0,360,1,21:39.2,Poor,Yes,Daily,Apartment,876
873,29,Male,25962,Divorced,4,PhD,Unemployed,13.91242229,Urban,Basic,0,6,,6,21:39.2,Poor,Yes,Monthly,Condo,495
874,29,Female,52287,Divorced,,Bachelor's,Unemployed,10.78866011,Suburban,Comprehensive,2,16,437,8,21:39.1,Poor,No,Weekly,Condo,2799
875,57,Female,43738,,4,PhD,Employed,32.08478636,Rural,Premium,0,0,692,4,21:39.2,Good,No,Weekly,Condo,3870
876,53,Male,25845,Divorced,0,High School,,17.9572415,Urban,Premium,,10,825,8,21:39.1,Poor,No,Weekly,House,584
877,42,Male,34207,Married,3,PhD,Unemployed,26.81333355,Rural,Comprehensive,,0,755,9,21:39.2,Average,No,Daily,House,1029
878,51,Male,7076,Single,0,PhD,,13.51991092,Urban,Premium,,19,802,4,21:39.1,Average,No,Weekly,Condo,1181
879,41,Male,10984,Divorced,4,Master's,Self-Employed,18.59555325,Suburban,Comprehensive,,16,699,3,21:39.2,Good,Yes,Rarely,Apartment,1344
880,25,Male,18110,Married,3,PhD,Self-Employed,21.61603627,Suburban,Comprehensive,1,11,710,6,21:39.1,Average,Yes,Daily,Condo,1068
881,41,Female,25981,Divorced,1,Master's,Self-Employed,31.98309216,Rural,Premium,2,3,554,1,21:39.2,Poor,Yes,Monthly,House,542
882,51,Male,1250,Married,2,High School,,37.85731843,Suburban,Premium,1,13,302,5,21:39.2,Average,Yes,Monthly,House,1282
883,45,Female,21883,Divorced,3,High School,Unemployed,33.8693571,Urban,Basic,0,18,682,8,21:39.1,Average,No,Rarely,Condo,1367
884,48,Female,11429,Single,2,High School,,43.837345,Rural,Basic,0,4,588,7,21:39.2,,Yes,Monthly,Apartment,955
885,33,Female,29365,Single,4,Master's,Self-Employed,51.25672611,Suburban,Basic,,12,801,9,21:39.2,Average,Yes,Rarely,Apartment,1552
886,27,Male,8078,Single,3,Bachelor's,Self-Employed,20.908633,Suburban,Premium,,4,834,8,21:39.2,Average,No,Daily,Apartment,2226
887,30,Female,4862,Married,2,High School,,,Urban,Comprehensive,1,17,495,6,21:39.1,Poor,Yes,Rarely,House,2133
888,56,Female,53820,Single,3,High School,,17.73578493,Rural,Premium,2,3,641,7,21:39.1,Average,Yes,Monthly,Apartment,3111
889,37,Male,40081,Single,1,High School,,15.16442381,Suburban,Comprehensive,,14,350,5,21:39.3,Poor,No,Daily,Condo,2519
890,42,Male,3565,Married,4,PhD,,33.89856277,Rural,Basic,,3,829,8,21:39.1,Good,No,Weekly,House,2172
891,61,Male,14803,Divorced,0,High School,,19.85700392,Urban,Basic,,5,608,7,21:39.2,Average,Yes,Weekly,House,731
892,54,Male,53518,Single,1,Bachelor's,Unemployed,16.37777539,Rural,Comprehensive,2,5,786,8,21:39.1,Average,Yes,Monthly,House,39
893,29,Female,55730,Divorced,3,High School,,51.74317878,Urban,Comprehensive,1,8,,8,21:39.2,Good,No,Rarely,House,629
894,29,Female,52812,Married,3,Bachelor's,Unemployed,51.86989407,Rural,Basic,,13,798,3,21:39.1,Average,No,Rarely,Condo,495
895,23,Male,8987,Married,1,PhD,Employed,20.42232409,Urban,Premium,,14,376,3,21:39.2,Average,Yes,Monthly,Condo,2972
896,28,Female,2820,Divorced,0,Bachelor's,Employed,30.17351349,Rural,Comprehensive,0,19,318,8,21:39.2,Average,No,Daily,House,588
897,50,Female,2480,Married,3,Bachelor's,,23.17404924,Suburban,Comprehensive,0,8,711,8,21:39.1,Poor,No,Rarely,Condo,30
898,44,Female,113066,Single,0,PhD,,34.12707616,Suburban,Comprehensive,2,1,308,5,21:39.2,Good,Yes,Rarely,House,724
899,34,Female,33113,Married,4,Master's,Unemployed,19.7544659,Rural,Premium,1,17,704,5,21:39.2,Poor,Yes,Weekly,House,581
900,55,Female,25166,Divorced,2,PhD,Self-Employed,7.898295122,Rural,Basic,1,17,826,5,21:39.1,Good,Yes,Weekly,House,1686
901,20,Male,33294,Single,2,High School,Self-Employed,49.92797478,Rural,Basic,1,9,772,5,21:39.1,Average,Yes,Rarely,House,517
902,24,Male,39731,Married,2,High School,Employed,19.91313131,Urban,Comprehensive,1,0,848,1,21:39.1,Good,No,Weekly,House,2266
903,59,Male,46345,Divorced,3,Master's,Unemployed,45.56732051,Urban,Basic,1,15,557,3,21:39.1,Poor,No,Weekly,Apartment,1246
904,62,Male,4020,Divorced,2,PhD,Unemployed,,Urban,Basic,,17,744,5,21:39.3,Average,Yes,Weekly,Apartment,24
905,58,Male,4045,Single,1,High School,,22.18884122,Urban,Premium,1,1,,2,21:39.3,Good,No,Rarely,Condo,2301
906,41,Male,1288,Divorced,1,Master's,Employed,28.62276144,Urban,Comprehensive,2,7,,4,21:39.1,Average,No,Monthly,Apartment,391
907,54,Male,15963,Divorced,0,Master's,,11.79445774,Suburban,Comprehensive,,1,681,5,21:39.2,Average,Yes,Weekly,House,391
908,33,Female,36733,Single,4,PhD,Unemployed,40.57650815,Urban,Comprehensive,0,8,,8,21:39.1,Good,Yes,Weekly,Apartment,1080
909,30,Male,16447,Single,2,Master's,Unemployed,26.31932916,Suburban,Comprehensive,1,7,492,9,21:39.3,Average,Yes,Daily,Apartment,686
910,29,Male,58102,Married,2,Bachelor's,Employed,23.96550407,Suburban,Comprehensive,2,12,,1,21:39.2,Average,No,Daily,House,41
911,27,Male,39724,Divorced,3,PhD,,14.67390462,Suburban,Premium,,7,727,2,21:39.3,Poor,No,Daily,House,1093
912,51,Female,20709,Single,0,Bachelor's,Employed,22.31153054,Suburban,Comprehensive,1,12,641,5,21:39.2,,Yes,Monthly,Condo,37
913,35,Female,31541,Single,,Bachelor's,Self-Employed,6.084838942,Rural,Comprehensive,,2,420,8,21:39.2,,Yes,Daily,House,2110
914,22,Female,7503,Single,2,PhD,Employed,22.91877761,Urban,Premium,,19,787,4,21:39.1,Average,No,Rarely,Condo,273
915,32,Female,2965,Divorced,0,High School,,,Suburban,Basic,1,7,706,6,21:39.2,Poor,Yes,Rarely,Apartment,1044
916,41,Male,60543,Married,3,Bachelor's,Unemployed,29.78845795,Suburban,Comprehensive,0,10,680,9,21:39.2,Poor,Yes,Weekly,House,282
917,37,Male,25066,Married,4,PhD,Unemployed,17.59399704,Rural,Comprehensive,0,0,588,3,21:39.2,Average,No,Daily,Apartment,1281
918,46,Female,3718,Married,2,Master's,,21.41003251,Urban,Basic,,9,472,3,21:39.1,Poor,No,Monthly,Apartment,1377
919,39,Male,5856,Divorced,1,High School,Self-Employed,,Rural,Comprehensive,2,16,447,5,21:39.1,Average,No,Monthly,House,1722
920,39,Male,30333,Single,1,Bachelor's,Employed,47.92669135,Urban,Basic,2,2,478,2,21:39.2,Average,Yes,Monthly,House,839
921,46,Male,27863,Married,4,High School,Self-Employed,25.88143476,Suburban,Basic,,15,783,8,21:39.1,Poor,Yes,Daily,House,1661
922,56,Female,10613,Divorced,3,Master's,Self-Employed,42.82757179,Suburban,Basic,0,6,608,2,21:39.3,Poor,Yes,Weekly,Apartment,2060
923,22,Female,5718,Divorced,0,Master's,,28.15809028,Rural,Premium,2,17,681,8,21:39.1,Good,Yes,Rarely,House,1320
924,34,Male,6957,Married,4,Bachelor's,,12.41702992,Rural,Comprehensive,0,17,,1,21:39.2,Poor,Yes,Monthly,Apartment,648
925,62,Female,18953,Single,3,Master's,Self-Employed,25.90732575,Suburban,Premium,2,2,601,7,21:39.3,Average,Yes,Monthly,House,177
926,27,Female,5877,Single,3,High School,Unemployed,35.53384932,Suburban,Basic,1,2,,6,21:39.1,Average,No,Weekly,House,603
927,30,Female,17891,Divorced,1,High School,,28.00649986,Rural,Basic,0,15,821,2,21:39.2,Poor,Yes,Weekly,House,534
928,20,Female,14861,Divorced,0,Master's,Self-Employed,16.63838294,Rural,Comprehensive,1,4,686,4,21:39.1,Good,No,Rarely,Apartment,1493
929,34,Female,29173,Divorced,2,Master's,Unemployed,29.51702829,Urban,Comprehensive,,16,521,8,21:39.2,Average,No,Monthly,House,772
930,20,Female,14058,Married,,PhD,Self-Employed,20.81225524,Urban,Comprehensive,,10,653,6,21:39.2,Poor,Yes,Weekly,Condo,1613
931,42,Female,77933,Single,0,PhD,Unemployed,7.882163802,Suburban,Premium,2,5,,5,21:39.1,Good,No,Weekly,Condo,2578
932,57,Female,21598,Married,3,PhD,Self-Employed,32.8208502,Rural,Premium,1,10,558,9,21:39.2,Good,No,Daily,Condo,2682
933,35,Male,8051,Married,3,PhD,Self-Employed,8.639081301,Urban,Comprehensive,0,19,706,8,21:39.1,Poor,Yes,Weekly,Apartment,663
934,40,Female,3978,Single,0,Bachelor's,Self-Employed,44.97959131,Rural,Premium,0,9,538,1,21:39.1,Good,No,Weekly,Condo,2048
935,62,Male,82546,Single,,PhD,,13.73086536,Rural,Premium,2,14,586,2,21:39.2,Poor,No,Rarely,Condo,2714
936,34,Male,50958,Married,0,PhD,Unemployed,50.13489981,Urban,Comprehensive,1,12,407,7,21:39.1,Average,No,Rarely,House,882
937,41,Female,5871,Married,3,High School,Self-Employed,9.965685627,Urban,Premium,1,2,748,6,21:39.3,Good,No,Rarely,House,1272
938,35,Male,6994,Married,3,Bachelor's,Unemployed,47.91686591,Suburban,Premium,2,9,655,6,21:39.1,Poor,Yes,Daily,Condo,837
939,40,Male,64583,Married,4,High School,Self-Employed,38.80221259,Urban,Comprehensive,,0,301,3,21:39.2,Average,Yes,Weekly,House,1854
940,36,Female,10862,Married,2,PhD,Self-Employed,31.77444615,Suburban,Premium,,0,641,9,21:39.2,Good,Yes,Monthly,House,1761
941,54,Male,34374,Divorced,,Master's,Unemployed,48.44487631,Rural,Premium,1,1,508,4,21:39.1,,Yes,Daily,Condo,3733
942,25,Female,18341,Single,0,High School,Employed,13.14106007,Suburban,Premium,1,9,476,2,21:39.1,Poor,No,Rarely,House,1755
943,62,Male,4541,Divorced,1,High School,Self-Employed,35.9069236,Suburban,Premium,,18,718,3,21:39.3,Good,No,Weekly,House,2768
944,41,Female,6826,Single,4,Bachelor's,Unemployed,50.92925143,Urban,Premium,,15,821,2,21:39.2,Average,No,Rarely,Condo,483
945,53,Female,17676,Single,4,Bachelor's,,50.51944059,Urban,Comprehensive,2,14,491,5,21:39.2,Average,Yes,Rarely,Apartment,522
946,47,Female,72682,Single,,PhD,,33.9679137,Urban,Comprehensive,3,12,507,2,21:39.3,Poor,No,Weekly,House,416
947,52,Male,25495,Divorced,4,Bachelor's,Employed,40.06640325,Urban,Basic,0,11,687,5,21:39.1,Average,No,Monthly,House,1517
948,39,Male,13981,Single,0,Bachelor's,,9.988942289,Suburban,Premium,0,7,784,3,21:39.1,Good,Yes,Daily,Condo,589
949,21,Male,14961,Married,3,Bachelor's,,36.81734112,Rural,Premium,,17,513,9,21:39.1,Average,Yes,Rarely,House,1640
950,38,Male,657,Married,3,PhD,Unemployed,13.55174967,Rural,Basic,1,11,469,3,21:39.2,Good,Yes,Daily,Condo,691
951,62,Male,47761,Married,3,PhD,Self-Employed,43.94746837,Rural,Comprehensive,,6,607,4,21:39.2,Average,Yes,Monthly,Condo,119
952,52,Male,4077,Divorced,1,Bachelor's,Unemployed,30.1666824,Urban,Basic,1,14,513,4,21:39.2,Poor,Yes,Rarely,House,1841
953,21,Female,38612,Married,4,Bachelor's,Employed,23.45132551,Rural,Premium,,1,725,8,21:39.3,Poor,Yes,Monthly,House,2421
954,54,Female,23981,Divorced,1,High School,,20.14056915,Rural,Premium,0,3,,5,21:39.1,Good,Yes,Daily,Apartment,1207
955,53,Male,58847,Divorced,,PhD,,9.534284234,Rural,Comprehensive,,7,492,9,21:39.3,Good,Yes,Weekly,Apartment,2053
956,33,Male,39098,Single,3,High School,Unemployed,22.23882943,Rural,Comprehensive,1,16,807,1,21:39.2,Average,No,Weekly,Condo,669
957,62,Male,32282,Married,2,High School,,11.25555012,Rural,Basic,,7,609,1,21:39.2,Poor,No,Daily,Condo,563
958,48,Female,20982,Married,,PhD,Employed,21.26169969,Urban,Basic,,9,774,7,21:39.2,Average,Yes,Rarely,House,487
959,51,Female,18671,Single,4,High School,Unemployed,22.56893388,Suburban,Premium,0,5,773,2,21:39.1,Good,No,Weekly,Condo,1383
960,55,Female,132925,,3,Bachelor's,Self-Employed,35.50179943,Urban,Comprehensive,3,9,657,4,21:39.2,Poor,No,Weekly,Apartment,705
961,48,Female,1807,Married,4,PhD,Employed,30.35795119,Rural,Comprehensive,0,14,748,5,21:39.2,Good,No,Daily,House,2213
962,26,Male,38791,Single,2,High School,Employed,24.24687714,Suburban,Comprehensive,1,8,546,7,21:39.2,Good,Yes,Daily,House,2057
963,26,Male,20996,Married,,PhD,Self-Employed,32.80349264,Urban,Basic,1,5,625,5,21:39.1,Poor,No,Weekly,Apartment,1848
964,23,Female,66744,Single,1,PhD,Unemployed,52.69276526,Urban,Basic,3,8,824,9,21:39.1,Good,Yes,Weekly,House,643
965,58,Female,27961,Single,,Bachelor's,Self-Employed,30.89070618,Suburban,Basic,,13,810,9,21:39.2,Poor,No,Daily,Condo,1077
966,64,Female,15962,Divorced,1,PhD,,41.57092391,Rural,Comprehensive,1,11,677,2,21:39.1,Good,Yes,Rarely,Apartment,961
967,64,Male,44737,Single,4,Master's,,19.92464442,Suburban,Comprehensive,1,8,706,5,21:39.2,Poor,Yes,Rarely,Apartment,479
968,33,Female,7926,Divorced,4,Master's,Employed,22.75682258,Urban,Comprehensive,,19,494,2,21:39.1,Average,No,Weekly,Apartment,714
969,50,Female,9931,Single,4,Bachelor's,Employed,23.67349989,Urban,Basic,0,8,511,7,21:39.2,Average,Yes,Monthly,Apartment,723
970,28,Male,134587,Married,1,PhD,Unemployed,47.93460499,Urban,Comprehensive,1,14,402,1,21:39.2,Poor,No,Weekly,Apartment,442
971,19,Male,82497,Single,3,PhD,,19.53929761,Rural,Basic,2,4,426,2,21:39.1,Good,No,Daily,House,1647
972,25,Female,108418,Single,4,Master's,Self-Employed,12.60773575,Urban,Basic,2,2,404,8,21:39.3,Average,Yes,Monthly,House,1369
973,49,Female,1698,Single,3,High School,Employed,13.75141887,Rural,Comprehensive,,13,553,7,21:39.2,Good,Yes,Monthly,Apartment,2353
974,23,Female,90884,Divorced,4,PhD,Self-Employed,11.95828908,Urban,Basic,,1,394,3,21:39.3,Poor,No,Daily,House,904
975,32,Female,40552,Single,4,Bachelor's,Employed,17.79366449,Rural,Comprehensive,0,7,473,2,21:39.2,Poor,No,Daily,House,1150
976,51,Male,3858,Single,0,PhD,,47.11650807,Urban,Premium,4,17,736,9,21:39.2,Good,Yes,Rarely,House,1035
977,25,Female,29279,Divorced,4,PhD,Unemployed,9.869596349,Suburban,Basic,2,5,695,3,21:39.2,Good,No,Weekly,Condo,1174
978,33,Male,2445,Single,2,Master's,Employed,22.61221856,Suburban,Basic,2,8,,5,21:39.3,Poor,Yes,Daily,Condo,939
979,33,Male,48750,Divorced,0,High School,,13.97911488,Suburban,Basic,2,7,320,1,21:39.2,Average,Yes,Daily,House,371
980,33,Female,127712,Married,4,PhD,Employed,19.01359261,Rural,Comprehensive,2,0,805,3,21:39.3,Poor,No,Monthly,House,2873
981,42,Male,44704,Single,,PhD,Unemployed,9.160629,Rural,Premium,0,3,519,3,21:39.2,Poor,Yes,Rarely,House,1398
982,56,Male,5907,Divorced,3,PhD,Unemployed,41.71182235,Rural,Comprehensive,,9,663,2,21:39.2,Good,Yes,Rarely,Condo,1618
983,42,Female,32736,Divorced,0,High School,Self-Employed,29.82368265,Urban,Comprehensive,1,9,776,7,21:39.2,Average,No,Rarely,Apartment,902
984,18,Female,20121,Divorced,2,Bachelor's,,7.849131981,Urban,Premium,0,3,356,8,21:39.1,Poor,No,Rarely,Apartment,1008
985,63,Male,113584,Married,0,High School,Employed,19.0682522,Urban,Premium,2,19,410,1,21:39.2,Average,Yes,Weekly,Condo,714
986,60,Female,12110,Single,0,Master's,Employed,44.90880232,Suburban,Comprehensive,,4,336,5,21:39.2,Poor,No,Daily,House,790
987,38,Female,4981,Divorced,4,Master's,Unemployed,36.47012775,Suburban,Premium,0,18,815,1,21:39.2,Good,No,Monthly,House,365
